tweet,sentiment,sentiment_score,theme,theme_score,urgence,urgence_score,confiance,tweet_id,reponse_free
idem mais là ça fait 30sec que ça déconne plus vous connaissez les RS pour informer vos clients de vos problèmes,negatif,0.9,Pannes et Coupures,0.95,1,0.8,0.8824,1814358944497664395,"Nous sommes désolés pour votre inconvénient. Nous vous recommandons de nous contacter par DM pour analyser votre cas et trouver une solution le plus rapidement possible. Nous sommes là pour vous aider ! (Thème : Pannes et Coupures, Urgence : 1, FAQ : assistance Freebox/Mobile)"
Le désordre continue avec une image saccadée sur les téléviseurs des clients de ⁦⁦Freebox⁩ Peutêtre quil serait temps de se demander si ce nest pas le service qui est défaillant⁦free⁩ 🤫🤨,negatif,0.9,Pannes et Coupures,0.95,1,0.7,0.8491,1814358979511763365,Nous sommes désolés pour votre inconvenient. Nous vous invitons à nous contacter par DM pour analyser votre situation. Nous sommes là pour vous aider.
Jamais vu une box aussi chiante que celle de chez free,positif,0.85,Livraison,0.95,1,0.7,0.8325,1814360105342660968,"Merci beaucoup pour ton retour ! Nous sommes ravis de t'entendre satisfait. Si tu as des questions supplémentaires ou des problèmes à traiter, n'hésite pas à nous contacter via DM. Nous te répondrons le plus rapidement possible. 😊"
Bonsoir y atil un problème avec le serveur ma box ne capte rien merci,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1814360763919655031,Nous sommes désolés de l'inconvenient rencontré. Nous vous recommandons de contacter notre service clientèle pour une prise en charge prioritaire. Veuillez nous joindre par téléphone au 3244 ou par DM pour nous fournir plus de détails sur votre situation. Nous sommes là pour vous aider.
lApp est down sur box Androïd et TV Samsung #free #freebox,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1814360943918211385,Nous sommes désolés pour votre inconvénient. Nous vous encouragons à contacter notre service client pour une prise en charge prioritaire. Veuillez nous joindre par téléphone au 3244 ou par DM pour nous fournir plus de détails sur votre situation. Nous sommes là pour vous aider.
y’a t’il un pb sur le réseau Aucune communication Aucun message Ça serait bien d’informer les clients,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1814361238320595218,Nous sommes désolés pour le problème que vous rencontrez. Nous vous recommandons de contacter notre service clientèle via le numéro 3244 pour une prise en charge prioritaire. Nous sommes là pour vous aider.
Oui pareil erreur dash,negatif,0.9,Pannes et Coupures,0.9,1,0.8,0.8658,1814361330196926929,Nous sommes désolé de l'expérience que vous avez vécue. Nous vous recommandons de contacter notre service client via le numéro 3244 pour une assistance rapide en matière de pannes et coupures. Nous sommes là pour vous aider.
Et sinon le BUG DE OQEE ON EN PARLE,negatif,0.9,Pannes et Coupures,0.9,1,0.8,0.8658,1814362021707583763,"Nous sommes désolés de l'expérience que vous avez vécue. Pour résoudre ce problème, veuillez nous contacter par DM avec vos informations de compte. Nous nous occupons de vous immédiatement."
panne TV ici dans 78 Downdetector remonte une explosion des problèmesune communication,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1814362029194617328,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service client à 3244 pour une prise en charge prioritaire. Nous sommes là pour vous aider.
Encore et encore,positif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1814362356207759446,"Merci pour ton retour, nous sommes ravis de t'entendre ! Si tu as des questions ou des problèmes, n'hesite pas à nous contacter via le numéro 3244. Nous serons heureux de t'aider."
Je confirme Panne sur Free TV OQEE,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1814363066600947901,"Nous sommes désolés pour votre inconvénient. Si c'est une question de débit ou de coupe, nous pouvons vérifier la situation. Veuillez nous contacter par DM avec votre numéro de ligne. Sinon, n'hésitez pas à nous contacter pour toute autre question. Nous sommes là pour vous aider."
oh pitié ça fait 4h que jai pas de co faites quelque chose,negatif,0.9,Pannes et Coupures,0.9,1,0.8,0.8658,1814363117532422254,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous recommandons de nous contacter par le numéro 3244 pour obtenir de l'aide sur votre Freebox/Mobile. Nous serons heureux de vous aider.
Vous aussi vous avez un souci avec votre #freebox Erreur 20 d’authentification Et sa bug quand il arrive à s’identifier difficilement #free,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1814363924684517557,Nous sommes désolés pour la difficulté rencontrée. Nous vous recommandons de nous contacter par DM pour analyser votre problème. Nous sommes disponibles 24/7 sur le numéro 3244. Nous sommes là pour vous aider.
"Vos liens ne donnent pas la possibilité de sadresser à vous quand on nest pas abonné Free Vous en revanche, vous percez les façades de tout le monde, sans en avoir lautorisation Rdv au Tribunal",negatif,0.95,processus_sav,0.9,2,0.9,0.9158,1814364083820318967,Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème de processus SAV. Nous serons heureux de vous fournir des informations pertinentes.
Ouais la même,neutre,0.7,Pannes et Coupures,0.9,1,0.7,0.7659,1814364127261012234,"Nous sommes désolé de l'inconvénient rencontré. Pour obtenir une assistance rapide, veuillez nous contacter par le numéro 3244 ou via DM. Nous serons heureux de vous aider."
Pareil,neutre,0.7,Pannes et Coupures,0.9,1,0.7,0.7659,1814364499391996414,"Nous sommes désolé de l'inconvenient rencontré. Pour obtenir de l'aide, veuillez contacter notre service client en fournissant les détails de votre problème via un message privé. Nous serons heureux de vous aider."
"oqee est HS ce soir, il demande a se connecter depuis une ligne free, et fait un internal serveur error quand on veut sauthent",negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1814364822408180214,Nous sommes désolés pour le problème rencontré. Nous vous recommandons de contacter notre service client en utilisant le numéro 3244 pour obtenir une assistance rapide. Nous sommes là pour vous aider. Merci de patienter un peu plus.
"problème panne authentification de la Freebox bloquée sur étape 6, département des Landes depuis 20mn environ",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1814364867035324900,Nous sommes désolés pour votre inconvénient. Nous vous encouragons à contacter notre équipe d'assistance technique en envoyant un DM avec votre numéro de ligne Freebox. Nous vous répondrons le plus rapidement possible.
Bloqué à létape 6,negatif,0.9,Pannes et Coupures,0.9,1,0.8,0.8658,1814364915911557280,Nous sommes désolés pour l'inconvenient que vous avez rencontré. Nous vous recommandons de nous contacter par DM pour analyser votre cas et trouver une solution le plus rapidement possible. Nous sommes là pour vous aider.
"Pareil, bloqué à létape 6😪",negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1814365145579094224,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par DM pour analyser votre dossier et proposer une solution. Nous sommes là pour vous aider.
Oui panne sur les Freebox,negatif,0.85,Pannes et Coupures,0.9,1,0.7,0.8159,1814365177191534630,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter via le numéro 3244 pour une prise en charge prioritaire de votre problème. Merci de nous fournir plus de détails via DM pour nous aider à résoudre votre situation le plus rapidement possible.
Bloqué étape 6…,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1814365329507643661,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par DM avec les détails de votre situation pour une prise en charge prioritaire. Nous sommes là pour vous aider.
La même et le site semble KO aussi #free,negatif,0.9,Pannes et Coupures,0.9,2,0.9,0.8991,1814365369529970744,Nous sommes désolés pour l'expérience que vous avez vécue. Nous vous invitons à nous contacter par le numéro 3244 pour obtenir de l'aide sur votre Freebox. Nous sommes là pour vous aider. Merci de nous faire parvenir plus de détails via DM.
", un souci actuellement Je suis bloqué étape 6 de la Freebox",negatif,0.9,Pannes et Coupures,0.9,1,0.8,0.8658,1814365629883003146,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour mieux analyser votre situation. Si c'est une question de pannes et coupures, nous sommes là pour vous aider. Nous vous remercions de votre patience. 3244 est notre numéro d'assistance Freebox/Mobile."
Vous aussi vous êtes bloqués à létape 6 avec votre freebox #panne #free #freebox,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1814365932426539130,Nous sommes désolés pour l'inconvenient rencontré. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous serons heureux d'assister.
"Panne internet plus de , franceinfotv, chez",negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1814365941045604823,"Nous sommes désolés pour votre inconvénient. Si c'est une question de débit ou de coupe de service, nous vous recommandons de vérifier votre ligne. Sinon, merci de nous contacter par DM pour plus d'informations. Nous sommes là pour vous aider !"
"Aujourdhui cest le #ITOutageDay, et a décidé dy participer à sa manière, freebox TV out, ainsi que lauthentification pour Cest crowdStrike qui soccupe de la sécurité chez vous 😆",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1814365976307060924,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons de vous contacter par téléphone sur le numéro 3244 pour vous aider à résoudre votre problème. Merci de nous joindre au plus vite.
bonjour pas de connexion ce soir sur ma box 😭,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1814366025778864287,"Nous sommes désolés pour ce problème. Pour une prise en charge rapide, merci de nous contacter via le numéro 3244. Nous serons heureux de vous aider."
"Bonjour, nous sommes plusieurs bloqués à létape 6 Un problème général",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1814366035518054552,Nous sommes désolés pour votre inconvénient. Nous sommes prêts à vous aider. Veuillez nous contacter par DM avec vos informations pour que nous puissions vous aider le plus rapidement possible.
Oui Depuis 3 quarts d’heure 😫,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1814366183824486679,"Nous sommes désolés pour les difficultés rencontrées. Pour obtenir une aide rapide, veuillez nous contacter par DM avec vos informations. Nous vous remercions de votre patience."
"Oui pareil, apparemment il y a une panne",negatif,0.9,Pannes et Coupures,0.95,1,0.7,0.8491,1814366189977583632,Nous sommes désolés pour votre inconvenient. Nous vous invitons à nous contacter par DM pour analyser votre situation. Nous sommes là pour vous aider.
"Idem dans le 27, bloqué à létape 6",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1814366299344253196,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous aider ! (Thème : Pannes et Coupures, Sentiment négatif, Urgence 2)"
ERREUR 20FF Lauthentification a échoué,negatif,0.95,Facturation et Paiement,0.9,2,1.0,0.949,1814366346995740735,Nous sommes désolés pour votre incompréhension sur votre facture. Nous vous invitons à nous contacter par téléphone ou courrier pour discuter de la contestation de votre facture. Nous serons heureux de vous aider.
Bonjour Free Incidents en ce moment en fibre sur la France Dans l’Herault Béziers Merci de votre réponse,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1814366412007256112,Nous sommes désolés pour les problèmes rencontrés. Nous vous recommandons de contacter notre service clientèle en utilisant le numéro 3244 pour obtenir une assistance rapide. Nous sommes là pour vous aider.
